scenario,reliability_group,experiment,model,horizon,seed_count,sample_count_mean,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,R2_mean,R2_std
S7_elevated_aod,Medium,E1_traffic_only,E1_traffic_only_xgboost,3,5,571.0,1.052340807806172,0.0044714759048886,2.219362859208031,0.0041000190234584,1.498532601864553,0.0078720632681085,0.9840549948295892,5.8846436438261337e-05
S7_elevated_aod,Medium,E1_traffic_only,E1_traffic_only_xgboost,6,5,547.0,0.906454249724319,0.0091299126349348,2.1978363321265726,0.0152138911928164,1.2062259822587964,0.0109847068836605,0.9825186001219786,0.0002422301098257
S7_elevated_aod,Medium,E3_meteorology,E3_meteorology_aware_xgboost,1,5,591.0,0.7375227750120901,0.0124767132700084,1.7292386018212866,0.0106647167646614,0.9616774246859698,0.0160464884506799,0.989182483981242,0.0001330516347502
S7_elevated_aod,Medium,E3_meteorology,E3_meteorology_aware_xgboost,3,5,571.0,1.0993815674255694,0.0149464742742226,2.2000217939919366,0.0289548258440243,1.5539666354673225,0.0187871564453972,0.9843295670952582,0.0004115844851268
S7_elevated_aod,Medium,E3_meteorology,E3_meteorology_aware_xgboost,6,5,547.0,0.9492362097368816,0.0111823178659564,2.104951545946274,0.0288284369882608,1.2415116967830029,0.0137001829235598,0.983963180838372,0.0004397299590362
S7_elevated_aod,Medium,E4_atmospheric,E4_atmospheric_context_xgboost,1,5,591.0,0.830125736638912,0.0087034566872035,1.7702578098104618,0.0111240628913956,1.0734826929979613,0.0104256309651103,0.9886631801390952,0.0001427461486553
S7_elevated_aod,Medium,E4_atmospheric,E4_atmospheric_context_xgboost,3,5,571.0,1.1190085692219198,0.0121761839111411,2.2515097283307184,0.0318720351191091,1.5716160180167351,0.0204681807752233,0.9835871453722002,0.0004670486030836
S7_elevated_aod,Medium,E4_atmospheric,E4_atmospheric_context_xgboost,6,5,547.0,0.8798841454356564,0.015129921466906,2.03940402049946,0.0213625787297935,1.159772835419886,0.016312878538256,0.9849473305354244,0.0003140318683189
S7_elevated_aod,Medium,E5_full_fusion,E5_full_fusion_xgboost,1,5,591.0,0.7744101776622206,0.0077331147858772,1.7128401035174037,0.0052544471904681,0.99994901699383,0.0104562348852549,0.9893869208304156,6.515422950418252e-05
S7_elevated_aod,Medium,E5_full_fusion,E5_full_fusion_xgboost,3,5,571.0,1.158525370048349,0.0196362487066766,2.2910839240398584,0.0268919186861044,1.6349654320491058,0.0277696315370239,0.9830059570627506,0.0003991482599855
S7_elevated_aod,Medium,E5_full_fusion,E5_full_fusion_xgboost,6,5,547.0,0.937184145391024,0.0053865068171574,2.0679239619073138,0.0120861325855088,1.2232088959494267,0.0069907391991106,0.9845243156951616,0.0001810041560262
S7_elevated_aod,Low,E1_traffic_only,E1_traffic_only_xgboost,1,5,1393.0,1.5982031856846313,0.0028904903953586,3.1930023482398937,0.0291031554665579,2.40985829732506,0.0023247256112396,0.976385922746297,0.0004287086869565
