MAE_mean,MAE_std,MPIW_mean,MPIW_std,PICP_mean,PICP_std,PINAW_mean,PINAW_std,Pinball_Loss_mean,Pinball_Loss_std,R2_mean,R2_std,RMSE_mean,RMSE_std,delta_MAE,experiment,horizon,item,median_MAE_mean,median_MAE_std,model,relative_change_percent,sMAPE_mean,sMAPE_std,sample_count_per_seed,section,seed_count,split,variant
1.0715055506331297,0.0042396842125651,,,,,,,,,0.9758284823212422,0.0001135880321492,2.499892839869163,0.0058751918815433,,,1,R0_current_rainfall_only,,,R0_current_rainfall_only_xgboost,,1.401443361226752,0.0041905202725519,13641.0,rainfall_ablation,5.0,test,R0_current_rainfall_only
1.2224900988728056,0.0054316010987179,,,,,,,,,0.9710685976765678,0.0001376989690344,2.731194092413728,0.0064939743267218,,,3,R0_current_rainfall_only,,,R0_current_rainfall_only_xgboost,,1.6461555522765732,0.0060683481094376,13539.0,rainfall_ablation,5.0,test,R0_current_rainfall_only
1.278783175903785,0.0063787869439301,,,,,,,,,0.9697198108425938,0.0004348682788151,2.792005078482469,0.0200915242476857,,,6,R0_current_rainfall_only,,,R0_current_rainfall_only_xgboost,,1.7218871061781205,0.0107210637441128,13387.0,rainfall_ablation,5.0,test,R0_current_rainfall_only
1.068812277071713,0.006858792902787,,,,,,,,,0.9759330355864904,0.000125757406511,2.494479052337349,0.0065258844724194,,,1,R1_current_plus_rain_flag,,,R1_current_plus_rain_flag_xgboost,,1.3981831381927698,0.0088918111024643,13641.0,rainfall_ablation,5.0,test,R1_current_plus_rain_flag
1.226402168847769,0.0086321800305019,,,,,,,,,0.970944576691874,0.0001533194414961,2.7370403474632883,0.0072181119338664,,,3,R1_current_plus_rain_flag,,,R1_current_plus_rain_flag_xgboost,,1.6521126049644643,0.0105899956713462,13539.0,rainfall_ablation,5.0,test,R1_current_plus_rain_flag
1.280390133915549,0.0082600750837157,,,,,,,,,0.9698051805885036,0.000383342504346,2.788079349354754,0.0176935395989752,,,6,R1_current_plus_rain_flag,,,R1_current_plus_rain_flag_xgboost,,1.7239150760702504,0.0111116993772106,13387.0,rainfall_ablation,5.0,test,R1_current_plus_rain_flag
1.1030162014259903,0.0106212697879241,,,,,,,,,0.975644056933036,0.0002053752417986,2.509399397961304,0.0105628010516409,,,1,R2_current_flag_plus_lag,,,R2_current_flag_plus_lag_xgboost,,1.4353689128304914,0.0120651737049666,13641.0,rainfall_ablation,5.0,test,R2_current_flag_plus_lag
1.2601553392888092,0.0027144324067024,,,,,,,,,0.9706250549085548,0.0001501692427864,2.7520492656355198,0.0070244686823473,,,3,R2_current_flag_plus_lag,,,R2_current_flag_plus_lag_xgboost,,1.6819976291820715,0.0045137818262127,13539.0,rainfall_ablation,5.0,test,R2_current_flag_plus_lag
1.3278923408529386,0.0049312800493468,,,,,,,,,0.9690344114612272,0.0002553859105271,2.823466426881665,0.0116330091323165,,,6,R2_current_flag_plus_lag,,,R2_current_flag_plus_lag_xgboost,,1.7715284871736547,0.0060918274495903,13387.0,rainfall_ablation,5.0,test,R2_current_flag_plus_lag
1.1372374417373252,0.0229087045912042,,,,,,,,,0.9751862177644114,0.0003805789279124,2.532833521748671,0.019437100085701,,,1,R3_current_flag_lag_cumulative,,,R3_current_flag_lag_cumulative_xgboost,,1.4746040103000937,0.027488771821576,13641.0,rainfall_ablation,5.0,test,R3_current_flag_lag_cumulative
1.3130005262131486,0.0099021574281848,,,,,,,,,0.9702021141783548,0.0002579590754665,2.771776923706652,0.0119986014636053,,,3,R3_current_flag_lag_cumulative,,,R3_current_flag_lag_cumulative_xgboost,,1.745259891000672,0.0131526390026642,13539.0,rainfall_ablation,5.0,test,R3_current_flag_lag_cumulative
1.4079154453632357,0.0101127938143144,,,,,,,,,0.9674804005408406,0.0003883196013328,2.89342540811419,0.0173005963059239,,,6,R3_current_flag_lag_cumulative,,,R3_current_flag_lag_cumulative_xgboost,,1.8613423138315768,0.0115331667419918,13387.0,rainfall_ablation,5.0,test,R3_current_flag_lag_cumulative
1.130075015679158,0.0133713886076376,,,,,,,,,0.9753467674713944,0.0002251466070081,2.5246646980394902,0.0115262991384102,,,1,R4_current_flag_lag_cumulative_post_rain,,,R4_current_flag_lag_cumulative_post_rain_xgboost,,1.466123870190437,0.0152348966070813,13641.0,rainfall_ablation,5.0,test,R4_current_flag_lag_cumulative_post_rain
