variant,model,horizon,seed,split,sample_count,unique_hours,MAE,RMSE,sMAPE,R2,traffic_only_MAE,delta_MAE_vs_traffic_only,relative_change_vs_traffic_only_percent,full_fusion_MAE,delta_MAE_vs_full
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,1,2025,test,13641,271,1.072347976076426,2.4941519693338208,1.4014292423207393,0.9759394783657006,0.9971901876580412,0.07515778841838483,7.536956274599657,1.1563395121887399,-0.0839915361123138
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,1,20260623,test,13641,271,1.072168765415169,2.493856794468883,1.4005909103733936,0.9759451729994343,1.0032477383948817,0.06892102702028735,6.869791416679955,1.1619693847735297,-0.0898006193583607
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,1,20260715,test,13641,271,1.0786276609891845,2.499625542305764,1.4081922513223826,0.9758337578392718,1.0009857405928273,0.0776419203963572,7.7565460972874885,1.1645033523040913,-0.0858756913149068
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,1,20260718,test,13641,271,1.0662079054667906,2.4910080688378455,1.3970453958156925,0.9760000971346748,0.9977285930774394,0.06847931238935112,6.863521088248099,1.1637247967632058,-0.09751689129641528
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,3,42,test,13539,269,1.2963138648037673,2.75388322169394,1.71372632836674,0.970586044446712,1.178476248725019,0.11783761607874821,9.999150700426544,1.4073290782931942,-0.11101521348942689
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,3,2025,test,13539,269,1.3073733371402427,2.758250377825442,1.7279323835731104,0.9704926801466633,1.1733298926467683,0.13404344449347438,11.424190701483154,1.421765662269208,-0.11439232512896536
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,3,20260623,test,13539,269,1.3278119927674519,2.76727445073909,1.7494475598721952,0.9702992881389325,1.1734359243629475,0.15437606840450435,13.15590099121214,1.4244715538206165,-0.09665956105316464
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,3,20260715,test,13539,269,1.2980293663125018,2.7434749834249277,1.7134145563668237,0.9708079630210288,1.1768088351301655,0.12122053118233622,10.300783573648829,1.3944295520887193,-0.09640018577621756
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,3,20260718,test,13539,269,1.3031014304171988,2.763705496583501,1.7250076241443049,0.9703758487594938,1.173111668990652,0.12998976142654683,11.08076621029525,1.3932205844477834,-0.09011915403058457
A4_without_environmental_lag_rolling,A4_without_environmental_lag_rolling_xgboost,6,42,test,13387,266,1.5331566957621126,2.979350525567611,1.9886201697905437,0.9655212598577045,1.2211762180918702,0.3119804776702424,25.547539580956023,1.4872926561722186,0.045864039589893935
