test_set,stratum_type,stratum,experiment,model,horizon,seed,sample_count,MAE,RMSE,sMAPE,R2
Test-A_all,scenario,S6_elevated_pm2_5,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,2386,1.3647228943365652,2.7759500614623858,2.1989205704067643,0.9791783618396858
Test-A_all,scenario,S6_elevated_pm2_5,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,2386,1.3761604593665482,2.790280691482623,2.2191099501833675,0.9789628266990632
Test-A_all,scenario,S6_elevated_pm2_5,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,2386,1.3865934933121227,2.8013279084153533,2.2329600890795365,0.9787959171270988
Test-A_all,scenario,S6_elevated_pm2_5,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,2386,1.3865280956088182,2.815638790177711,2.2395349192408465,0.9785787171177537
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,2574,1.0970328012114205,2.320903299210985,1.5618456587668739,0.9834623105832356
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,2574,1.1936902753370038,2.3837879426630426,1.6541277273301531,0.9825539956181945
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,2574,1.140661533358677,2.336821128801237,1.6052620914790257,0.9832346864102784
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,2574,1.1276546324142303,2.3486363081462134,1.5893303836901633,0.9830647239320079
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,2574,1.1421596863022188,2.3224195236202574,1.6136492390880917,0.9834406956896232
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,2390,1.1060495115357296,2.2887395115514777,1.6717307109067518,0.9843800834522368
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,2390,1.1824936000339823,2.3304482470137287,1.7519770912650237,0.9838055985580219
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,2390,1.1263200231576063,2.295736420007608,1.6995795182317375,0.9842844341372801
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,2390,1.152062985833885,2.277978961132494,1.7142973477141814,0.9845266128285205
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,2390,1.126853711116264,2.283524405021832,1.6928270995916512,0.9844511852283906
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,2386,1.3028962422296568,2.6092106102390424,2.1325520259906043,0.981604573190548
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,2386,1.445797642305198,2.7253927734998133,2.3230106837618254,0.9799298879543338
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,2386,1.331637256469897,2.6286717152649115,2.1789185289588526,0.9813291409146492
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,2386,1.3753073735755394,2.6246098853835536,2.1770002047339645,0.9813867968482421
Test-A_all,scenario,S6_elevated_pm2_5,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,2386,1.4154237910801222,2.6962176581028405,2.253798386043241,0.9803572859564521
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,1,42,2574,1.0887090665693264,2.303710504935254,1.5507922160311902,0.9837064189569826
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,1,2025,2574,1.0454562775306335,2.3109367798200893,1.5059959259249764,0.9836040392860098
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,2574,1.0602287228259974,2.2947847649840925,1.5197560153349146,0.9838324335129464
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,2574,1.0536157010781644,2.29015173339215,1.5208477850462796,0.9838976502890596
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,2574,1.055352276552838,2.292192803358256,1.5085259242938955,0.9838689354509803
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,3,42,2390,1.151461486177963,2.3507599318132493,1.7442850564824905,0.9835220745245313
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,3,2025,2390,1.1441315374015264,2.344314103829796,1.7424114360188037,0.9836123161961574
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,2390,1.1383295834380378,2.3286391863858,1.743377528547992,0.9838307313049085
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,2390,1.223899090180337,2.3798273050690457,1.8239025725085196,0.9831120528469127
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,2390,1.1555797969546777,2.353339472881614,1.7483844426125223,0.9834858914962123
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,6,42,2386,1.3548685619037688,2.6329926665406314,2.197953940960857,0.9812677089918234
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,6,2025,2386,1.309635854626741,2.5916415469040004,2.1572707288631787,0.9818514695656981
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,2386,1.3510012055082872,2.643430223140925,2.204664351719268,0.9811188997046867
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,6,20260715,2386,1.4345029152515516,2.681194972148847,2.2621205441128565,0.9805755652544419
Test-A_all,scenario,S6_elevated_pm2_5,E5_full_fusion,E5_full_fusion_xgboost,6,20260718,2386,1.3377097834085878,2.595381128119072,2.1779254013711316,0.9817990573266645
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,1,42,3548,1.147099583671309,2.798042282299872,1.5536090177947925,0.9734365178604406
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,1,2025,3548,1.1496304991190616,2.802325366279402,1.5573646804703478,0.9733551318823875
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,3548,1.1495113875264737,2.7882544372989746,1.553871165122712,0.9736220364962449
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,3548,1.1512707759365468,2.7730931573890136,1.5567932719426911,0.9739081197028369
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,3548,1.1397852234981958,2.793082554954283,1.5452093422652788,0.9735306056900713
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,42,3517,1.4563607467609427,3.2604207364596514,2.026750435698081,0.9640124375920947
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,2025,3517,1.44105345742554,3.2226812011545984,2.009410666583063,0.9648407316321365
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,3517,1.4358512183521925,3.2350252088456446,2.004884518234476,0.9645708709473823
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,3517,1.448142058692739,3.2365959539614977,2.020366697572708,0.9645364578358288
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,3517,1.4396537704836552,3.2325517341707393,2.011100688911192,0.9646250278988993
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,42,3492,1.486285756662084,3.335706960606528,2.09444763193504,0.9627282787968566
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,2025,3492,1.4477394682981441,3.2289119818641194,2.0291027250937153,0.9650766352678372
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,3492,1.46801703381329,3.287918336273057,2.0709322122234153,0.963788567053896
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,3492,1.4760753953488739,3.294262078302794,2.0809594837304086,0.9636486988614614
Test-A_all,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,3492,1.4529896886533522,3.2646873302001516,2.041762996580876,0.9642984678827116
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,42,3548,1.1346644924440494,2.794718247570442,1.5423151678208966,0.9734995944546532
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,3548,1.1377564206960191,2.779482840204842,1.5440973576651207,0.9737877408305011
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,3548,1.1222341297354657,2.8007648580566302,1.5289814139679543,0.9733847986436158
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,3548,1.1428558943102296,2.789932467518236,1.550397785443172,0.9735902773149462
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,3548,1.131219847477365,2.792364317966866,1.5405974143457004,0.9735442170698214
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,42,3517,1.4259541176470656,3.1557924844286025,1.9780991049314263,0.9662850893619059
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,3517,1.4222449327891342,3.142374541319883,1.9611198429665615,0.9665711810615173
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,3517,1.4187913198491857,3.149886195472382,1.9678608913555657,0.9664111709483194
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,3517,1.4130301460249481,3.146509265280966,1.9628369277644855,0.9664831521707515
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,3517,1.4070266954300699,3.1390702106376653,1.9569452039063393,0.9666414475394195
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,42,3492,1.5536611906578175,3.2752299640110865,2.1384918123315533,0.9640675141187299
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,3492,1.5482241746713843,3.2389271571461387,2.131497629647393,0.9648596544053659
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,3492,1.5580069807386892,3.244436236343907,2.1458973826502343,0.9647400125754765
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,3492,1.5642752187495108,3.257014741952615,2.149488640026966,0.9644660804252443
Test-A_all,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,3492,1.5646499599560202,3.2598131591536923,2.152880599718512,0.9644049929212751
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,3548,1.2502931083068505,2.781053088696939,1.6737793534706276,0.9737581156165638
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,3548,1.2934430119866764,2.8338154845783525,1.719010185657165,0.9727529432000547
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,3548,1.27739408995504,2.805358238065283,1.7005763873873183,0.9732974268071057
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,3548,1.2628227115618202,2.795331943087852,1.6841223748594238,0.9734879546653954
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,3548,1.2856371085028235,2.787244709821431,1.714757841747005,0.9736411378605456
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,3517,1.3955043229793738,3.097197125516624,1.9235597226929781,0.9675254730993772
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,3517,1.4317304793245678,3.1261609651485904,1.9597759205646343,0.966915253625809
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,3517,1.3975228957616483,3.08659724432082,1.9225843160058362,0.9677473750781574
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,3517,1.431347770571607,3.11117477098418,1.9579223478011598,0.9672316967140875
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,3517,1.4037549531264346,3.114292761479325,1.9383498236073535,0.9671659836228883
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,3492,1.4057293601689698,3.1301702765485664,1.9568103274652568,0.9671799232133421
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,3492,1.4146959623065145,3.1546263084414043,1.9781082350256243,0.9666650730150346
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,3492,1.3861403591626469,3.1503144286387723,1.9412181267143291,0.9667561379792589
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,3492,1.4083493922766313,3.1444667603346184,1.957818725301664,0.9668794391031147
Test-A_all,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,3492,1.3984309521646343,3.177182507233724,1.9519497576338858,0.966186666182958
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,42,3548,1.2256275800599588,2.7848560372996998,1.6499269891837853,0.9736862976629264
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,2025,3548,1.1998867833403795,2.7964997249801185,1.6244270437820703,0.9734657986180234
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,3548,1.2263403416217518,2.7823756888631097,1.6499407006412288,0.9737331496971378
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,3548,1.2034840113235927,2.7699718068861463,1.6272887846380542,0.9739668238748187
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,3548,1.2351190731875747,2.7826011038501077,1.6562566211703922,0.9737288934914883
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,42,3517,1.4511847028098683,3.1379009352730938,2.0000527784051187,0.9666662944312732
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,2025,3517,1.4488569442406276,3.102980245509675,1.9911973130753187,0.9674040863015232
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,3517,1.4235335824297746,3.0979754484698403,1.9636106856983786,0.967509149407643
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,3517,1.4499548033395318,3.119047547445223,1.998597591367853,0.9670656475849124
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,3517,1.443488522911849,3.1162842120648278,1.9855384979244008,0.9671239784343731
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,42,3492,1.4529280049694364,3.0778105920305143,2.009030440348432,0.9682687305974091
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,2025,3492,1.428633851629944,3.0535208040113933,1.9927444766643791,0.9687675946165966
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,3492,1.4487286820034802,3.063006427392688,2.004067600451187,0.9685732491307814
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,20260715,3492,1.44161700444988,3.105259687864374,2.000646793286362,0.9677002234973975
Test-A_all,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,20260718,3492,1.4361445856258224,3.062968026864047,1.9802015053563733,0.9685740371123353
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,42,1917,0.8865738287819425,2.3298656291543405,1.3135785126161248,0.9827298748260695
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,2025,1917,0.8930058229406945,2.340892223523483,1.3250457062628116,0.9825660187737555
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,1917,0.8872201330867816,2.324632226109042,1.312958859400831,0.9828073728722357
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,1917,0.8946253665611654,2.3089264120558792,1.322391515192636,0.9830389037141418
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,1917,0.8718701388644791,2.3191012744340553,1.2919593568699137,0.9828890877034847
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,42,1974,1.4976199232859617,3.3457930530064464,2.1546231851168796,0.965874513648134
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,2025,1974,1.4646500900201564,3.279307780434635,2.112618194517193,0.9672172744216977
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,1974,1.4692604067518038,3.2995876621104645,2.1258132805474075,0.9668105510768741
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,1974,1.4871099994457162,3.3248112779485437,2.150377162494925,0.9663011797177943
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,1974,1.4673846424209716,3.3038921177716642,2.1240600970498003,0.9667239004337458
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,42,2081,1.8064260568027597,3.640878578464752,2.594116563463094,0.9599435843886637
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,2025,2081,1.7467782160648833,3.4815016642402106,2.4945555861784663,0.9633737118843783
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,2081,1.7815122298546637,3.569812961916303,2.5618803686742764,0.9614920306544775
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,2081,1.7800024193600739,3.57316094095676,2.5583927105834117,0.9614197667393627
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,2081,1.7654980512989,3.545739728475674,2.5237485644468753,0.9620096407751378
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,42,1917,0.8953120874210225,2.3724433679252197,1.3351504988536311,0.9820928923374367
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,1917,0.892582740180079,2.3551736219161747,1.3266345494483922,0.9823526461742468
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,1917,0.8856855512846866,2.3769073493567894,1.3270919375755799,0.9820254410323631
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,1917,0.9011232185396935,2.3555944908667956,1.3396142327016178,0.982346338455072
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,1917,0.9023804046572488,2.3704326377901315,1.350124433785309,0.9821232332957585
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,42,1974,1.4646775240191172,3.253086411923007,2.122226728811387,0.967739440238359
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,1974,1.4634997140149417,3.243698978721308,2.103123357393684,0.9679253602252205
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,1974,1.4586588097198394,3.2481542084645985,2.111030044993074,0.9678371904987635
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,1974,1.4580148093324383,3.2436133987649765,2.11454007714714,0.9679270526819366
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,1974,1.4523688235503522,3.2369117206639717,2.1085249243829085,0.968059448559159
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,42,2081,1.9109689040690416,3.6289754776792336,2.6838943596846834,0.9602050686153757
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,2081,1.9055661348278432,3.576444320359461,2.679057675633254,0.961348831371197
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,2081,1.9288134804486887,3.5933611336512183,2.711312221557082,0.9609823215464622
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,2081,1.9360007385517872,3.599871064216961,2.710132004817793,0.9608408203444131
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,2081,1.9241684855739598,3.6038156323627515,2.703442006142022,0.9607549557797003
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,1917,1.0195677116339652,2.3786892468505063,1.4691374529470294,0.9819984809347251
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,1917,1.0497485762284209,2.427246426650063,1.5013082707197598,0.9812560344681479
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,1917,1.0411513191744506,2.3902069820224363,1.491180882134471,0.9818237303260922
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,1917,1.0241636099472935,2.3896228333745784,1.4716482833177926,0.9818326135282557
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,1917,1.0554223397735347,2.40654497087317,1.5054213813017954,0.9815743974236748
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,1974,1.4586755384749879,3.2007920014976996,2.0892862479392282,0.9687683013441633
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,1974,1.479194809882394,3.233091084318488,2.1110733832195727,0.968134805085552
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,1974,1.4264204172780492,3.173586020278703,2.051371459054493,0.9692969692038966
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,1974,1.4731627666881788,3.21582891780615,2.1067257533594326,0.9684741669135815
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,1974,1.4461545077822815,3.199416231339635,2.0826840181102955,0.9687951437036558
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,2081,1.7085909584212835,3.4321898614703144,2.4441408369073314,0.9644039095738834
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,2081,1.7014110938528497,3.4499960941664045,2.4404483532274566,0.9640336057977635
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,2081,1.6892883825050073,3.4476020276893147,2.429486756487832,0.9640835050210853
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,2081,1.6908058694438945,3.4296459921309106,2.4186081906478853,0.9644566562161809
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,2081,1.684705877052025,3.475563050605335,2.426692668387499,0.9634985567848451
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,42,1917,1.0259528090945123,2.3658008543082647,1.4814505876598425,0.9821930268138364
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,2025,1917,0.9934932018234262,2.3681917610619285,1.452202951577347,0.9821570167450397
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,1917,1.0260220294992854,2.3700836552688336,1.4760304459788205,0.9821284966555172
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,1917,1.0019188903638787,2.354998104454727,1.4541860634054484,0.9823552763865586
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,1917,1.034447290204625,2.3676959726768514,1.488102774000517,0.9821644869322039
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,42,1974,1.5293558501424278,3.2402334184710093,2.1831742293872263,0.9679938605500987
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,2025,1974,1.532562538000105,3.190710046844693,2.1790250752334672,0.9689647406413178
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,1974,1.4923371331428443,3.1896621357820942,2.1297471952265723,0.9689851228450117
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,1974,1.5177044789560017,3.207031988114866,2.165774946919954,0.9686464094203048
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,1974,1.511467236999079,3.216097829375287,2.165077679501647,0.9684688942352664
Test-A_all,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,6,42,2081,1.7787140195651943,3.405302668418161,2.518725358267033,0.9649594325470237
