test_set,stratum_type,stratum,experiment,model,horizon,seed,sample_count,MAE,RMSE,sMAPE,R2
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,3538,1.1255429300409219,2.7764843902522833,1.5217159305813834,0.9737983527769911
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,42,3418,1.450305071020303,3.2817315535710025,2.021751493229455,0.9637932057292559
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,2025,3418,1.4377481408116413,3.2466030386850226,2.009769613399982,0.9645641911459389
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,3418,1.437435120608064,3.2602202103909135,2.009062523176239,0.96426631214248
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,3418,1.4401903338848046,3.257466630608681,2.014686372238102,0.9643266479490638
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,3418,1.4357444961842492,3.2552305079723043,2.0084348890124955,0.9643756078431164
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,42,3244,1.3527940930430409,3.2027114321227845,1.934725878488046,0.9665179308063384
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,2025,3244,1.369907104454558,3.2267575620081086,1.9505058804365323,0.9660132730361254
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,3244,1.3671628088114245,3.2280050315249644,1.9576067421345582,0.9659869893129129
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,3244,1.3661365933149774,3.236192316669538,1.9594366591443528,0.9658142340875547
Test-B_excluding_20260217,scenario,S7_elevated_aod,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,3244,1.341484508522244,3.18985942895093,1.9178333227298987,0.9667861087426481
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,42,3538,1.1275305038345764,2.788136597993449,1.5290745886781965,0.9735779678281987
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,3538,1.1319699661372766,2.775235672440104,1.5333391998442345,0.9738219157447369
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,3538,1.1127652019661025,2.791538480090871,1.5126311093545186,0.9735134519980587
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,3538,1.136965229903459,2.785121729089157,1.5394749903083313,0.9736350782974709
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,3538,1.12432732022323,2.786824069848206,1.5280887668856207,0.9736028385594964
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,42,3418,1.4146581476046742,3.1683676082864163,1.9639738360272392,0.9662514515639867
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,3418,1.4118638587179346,3.158484713818577,1.950842469811086,0.9664616627508014
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,3418,1.4061456581712444,3.16235128442265,1.9541383236641108,0.9663794982093585
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,3418,1.4036640900116533,3.163507416786219,1.952456272686973,0.9663549108995056
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,3418,1.3894202325179932,3.149818801214822,1.9357878741022534,0.9666454480857881
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,42,3244,1.4085984969697665,3.122649769717075,1.9679684466413512,0.9681709831419164
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,3244,1.417944029413326,3.13349420185382,1.9855003813700125,0.9679495257304002
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,3244,1.4187982813203674,3.107597690664876,1.9850119421893464,0.9684770938041559
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,3244,1.4169072933173503,3.1222586844416162,1.9797597802609466,0.9681789552689555
Test-B_excluding_20260217,scenario,S7_elevated_aod,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,3244,1.4288795615438075,3.136987038328151,1.9971819264031947,0.9678780340021323
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,3538,1.2441938164141166,2.7740298530357483,1.6617343096782682,0.9738446591713014
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,3538,1.2885515147960855,2.8297948822695584,1.7091429034264127,0.9727825122348648
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,3538,1.273083879863652,2.8024619149563152,1.6918271706461943,0.9733057599644028
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,3538,1.2580235290958626,2.791730272211507,1.674820740828883,0.9735098123665415
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,3538,1.2812401464795447,2.783500334121749,1.7056015231721275,0.9736657667286294
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,3418,1.3899495450148744,3.1085615534959774,1.9240998626412973,0.9675135009520953
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,3418,1.4284385037557037,3.1411031230726896,1.961831771777418,0.9668297795394515
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,3418,1.39823503317553,3.10568038673397,1.9293016499287576,0.9675736931944474
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,3418,1.4296041221908828,3.1283341118856263,1.9622547176136922,0.9670989143010632
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,3418,1.3976486360815177,3.129895827863877,1.936193302988554,0.9670660565724394
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,3244,1.3637068095052385,3.138820449885556,1.9286527854815396,0.9678404756743955
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,3244,1.378051243620158,3.1802875406209923,1.958373973211078,0.9669851411267298
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,3244,1.3431604470826448,3.168308728889099,1.9136669595216913,0.9672333790437485
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,3244,1.363892281324933,3.1439201624048905,1.9253017934734658,0.9677358901702486
Test-B_excluding_20260217,scenario,S7_elevated_aod,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,3244,1.3492989981855523,3.1790170470292027,1.9119717934536107,0.9670115140805938
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,42,3538,1.2213927595139629,2.7817925004013166,1.641580761991111,0.973698071876104
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,2025,3538,1.1957825380551381,2.7929567454487416,1.6159352868793115,0.9734865317199761
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,3538,1.2227715765574074,2.7791360164211127,1.6421911557900575,0.9737482821553176
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,3538,1.1996648859973227,2.766423399380521,1.6191134457293421,0.9739878996095643
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,3538,1.2300339464640826,2.777710740005151,1.6462918301940448,0.9737752015718117
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,42,3418,1.4256959033844785,3.1379245883634095,1.973893126897741,0.9668968765740702
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,2025,3418,1.4252225702865002,3.10435769983736,1.9666551716653027,0.9676013075736096
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,3418,1.4073244939706981,3.1085460926948247,1.9494370697458574,0.9675138241022369
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,3418,1.4200246788219841,3.1184108194521434,1.9664539933344964,0.9673073122939084
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,3418,1.4297383022884982,3.128956093149222,1.9719604663151868,0.9670858300891753
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,42,3244,1.3878084674275466,3.0836581254313664,1.9554511621010537,0.9689609002802924
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,2025,3244,1.383002492933669,3.0844484195973303,1.9654004262076346,0.968944988553531
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,3244,1.3915629491559087,3.076454572720796,1.9623334876126743,0.9691057481343717
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,20260715,3244,1.3924872343891987,3.110103389675823,1.9620973175995944,0.9684262385990337
Test-B_excluding_20260217,scenario,S7_elevated_aod,E5_full_fusion,E5_full_fusion_xgboost,6,20260718,3244,1.381407043231254,3.0832161597535097,1.944293555191739,0.9689697970082091
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,42,1911,0.8693208095271738,2.302562911268203,1.2815618265519118,0.9830665216149256
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,2025,1911,0.8790910763077642,2.3212651964457756,1.298669880840302,0.9827903242546953
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,1911,0.8730842036725172,2.3067760662661048,1.2876154531801962,0.9830044962608013
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,1911,0.8791750502174652,2.2860736946727753,1.293682745318861,0.9833081827750216
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,1911,0.8539647426901325,2.2909964235991733,1.2594800802652182,0.983236218549617
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,42,1886,1.4846666207284884,3.3786834946591506,2.144748666830586,0.9655934957235209
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,2025,1886,1.4566749607812983,3.316355285385653,2.1119628976523317,0.9668512137231154
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,1886,1.4693370231178045,3.3386013729643174,2.131671640195205,0.9664049984782155
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,1886,1.4731740462733647,3.3584729963324134,2.1417766847055417,0.9660038880077851
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,1886,1.4595683924761624,3.339254962661983,2.1198489555622415,0.9663918435706945
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,42,1844,1.6256744140658101,3.4715454700522668,2.392112023277686,0.9651561258834906
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,2025,1844,1.6544102527400504,3.5069290713808954,2.4219043750557496,0.9644422162346801
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,1844,1.657261153501785,3.5160418767653425,2.4406441211163377,0.964257181318627
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,1844,1.6374328570527954,3.518228854019535,2.4190314028648396,0.9642127034399987
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,1844,1.6193760165078694,3.462770084111111,2.3785859387180737,0.9653320601953819
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,42,1911,0.8838912015016969,2.355598525956723,1.3129621138201013,0.9822774701865995
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,1911,0.8830120345507744,2.3428602420731095,1.3082153373350387,0.982468626880691
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,1911,0.8722602041774493,2.35705700863666,1.3021230490674411,0.9822555173754867
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,1911,0.8916295614330718,2.3422017502907972,1.3212264606223014,0.9824784803432155
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,1911,0.8920205086162946,2.356509835961735,1.3301201668345186,0.9822637549098509
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,42,1886,1.4435075710670147,3.271710460495701,2.098255250486221,0.967737705228173
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,1886,1.4441207543241974,3.2690562528247793,2.0858251122318654,0.9677900302103907
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,1886,1.4351247037076496,3.2668808490728076,2.0876124763616035,0.9678328843980624
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,1886,1.4428106485301424,3.270966557928024,2.1002239686645163,0.967752374787548
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,1886,1.4224007358058852,3.2532335562833614,2.0751814869211604,0.9681010772848493
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,42,1844,1.7237081701481423,3.4545314797083075,2.480907730664033,0.9654968275158806
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,1844,1.7430709638892097,3.4689785908124,2.5171643701112303,0.965207634326439
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,1844,1.7531356178498838,3.4414284481302713,2.5269743379051235,0.9657580720645561
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,1844,1.7454865043954582,3.4479637484968753,2.508686038582662,0.965627897185841
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,1844,1.752194570236592,3.4704465373611346,2.524885023013157,0.965178182349166
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,1911,1.0096680199852501,2.3609342836526124,1.4486962430323005,0.9821970912738922
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,1911,1.0413727461387199,2.4154389988476948,1.4840430494591021,0.9813656041986487
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,1911,1.033485008171876,2.3804335762404087,1.4754536386873833,0.9819018033576008
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,1911,1.0164671998528854,2.379148885631366,1.4560647216432558,0.9819213328327963
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,1911,1.047609813430017,2.3952376672579714,1.488960440172301,0.9816759953510656
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,1886,1.4451713433911246,3.2169694896722816,2.0887615359506624,0.968808273525502
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,1886,1.4696390921254596,3.255868729890005,2.113250237858685,0.9680493790329757
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,1886,1.4229110732606125,3.202727030667773,2.0606146384010815,0.9690838518186566
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,1886,1.466045887995289,3.2422201613824755,2.1127870333304677,0.968316690926219
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,1886,1.432840850252952,3.2226339556210175,2.078892502012432,0.9686983315277364
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,1844,1.679684152279052,3.4836797052670767,2.4640916848555285,0.9649121177380436
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,1844,1.677582680929078,3.5250254271566335,2.468928073397042,0.964074300892933
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,1844,1.6570065872788173,3.511060466865891,2.4482758866912127,0.9643583880218944
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,1844,1.6563273642947516,3.466614023177315,2.4293345966136393,0.9652550493571743
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,1844,1.6434822752780875,3.518994643362549,2.4273436634793444,0.9641971225815341
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,42,1911,1.0183715289328998,2.355491546885786,1.466317901424493,0.9822790798808673
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,2025,1911,0.9858408526186541,2.356550590933758,1.436393308264197,0.9822631414208579
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,1911,1.0187523725247811,2.358923694026894,1.4608117293490013,0.9822274005480403
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,1911,0.9945916217595687,2.3433659449553175,1.4386956647758165,0.9824610578225145
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,1911,1.0257029518913936,2.353758412493799,1.470513817316557,0.9823051478471715
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,42,1886,1.4866230379106637,3.238702242528433,2.142506250380184,0.9683854085556445
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,2025,1886,1.4934941430359858,3.1910615132679268,2.1418063784345818,0.9693086577702602
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,1886,1.4647569565353313,3.205502924989138,2.108674545243067,0.9690302367895585
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,1886,1.4685860158867028,3.2052759330135276,2.116382288165458,0.9690346227714124
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,1886,1.4880637980973859,3.2358689500939297,2.1452574679718834,0.9684406987278245
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,6,42,1844,1.7168858888781942,3.4580174088824793,2.501861032876784,0.9654271588498623
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,6,2025,1844,1.715968938263447,3.4809085088200695,2.518686356501446,0.9649679189301634
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,1844,1.7160905293252964,3.467056478383829,2.498157250070436,0.9652461795693829
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,6,20260715,1844,1.7177983834962438,3.473582336050945,2.503186124843132,0.9651152258728672
Test-B_excluding_20260217,scenario,S8_rain_elevated_atmospheric_pollution,E5_full_fusion,E5_full_fusion_xgboost,6,20260718,1844,1.6900645069169207,3.466113306446957,2.4667868857445203,0.9652650857336096
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,1,42,6319,0.6970480220468888,2.074308140447108,0.7766028832191201,0.93561859378216
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,1,2025,6319,0.6955174951542781,2.0668804182986436,0.7747875024205986,0.9360788446011008
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,6319,0.6933336591471561,2.0641585899515915,0.7722123358851836,0.9362470864156133
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,6319,0.6961060278638415,2.075857723506598,0.7756455444225888,0.9355223673843017
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,6319,0.6925943498087752,2.0708939121586973,0.772027008936022,0.9358303578036353
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,3,42,6204,0.8873221388996584,2.303074705745305,0.9950176203826914,0.9286785925100586
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,3,2025,6204,0.8828592517671601,2.2868768138953453,0.9896889858665877,0.9296782942485998
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,6204,0.8820449424102541,2.292831627160528,0.9891065110818676,0.929311595159238
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,6204,0.8808042969776436,2.293562200919206,0.9881201078802844,0.9292665405458714
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,6204,0.8818553831919071,2.289428429520728,0.9885047186463762,0.9295212817981541
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,6,42,6000,0.8589150297376844,2.2349756405089134,0.9562671106200213,0.9374401268125069
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,6,2025,6000,0.8636086569892034,2.229025612934016,0.9614080218457968,0.9377727814313956
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,6000,0.8589958629608154,2.2343171900962537,0.9566871208451162,0.9374769831483509
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,6000,0.8556658554077149,2.2231365169463575,0.9520273250075721,0.9381011562727058
Test-B_excluding_20260217,reliability,High,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,6000,0.8597261505126953,2.2264774345414415,0.9566532541403633,0.9379149739823152
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,1,42,6319,0.7170615661318445,2.049434523124694,0.7965133562494447,0.9371533677323742
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,6319,0.7140566342967519,2.0371809213355747,0.7926870333686867,0.937902643090022
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,6319,0.7106461923145171,2.048712212455823,0.7892928689759955,0.9371976597484585
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,6319,0.710073382427982,2.0426877581497984,0.7886719467638171,0.9375664704951063
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,6319,0.7049193082683579,2.0414516793724995,0.7834691321039193,0.937642007650476
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,3,42,6204,0.9417262254621094,2.291242470762478,1.0508690188312246,0.9294095491476143
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,6204,0.9427583425141857,2.289965291221667,1.0513450733037257,0.9294882239742923
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,6204,0.93606335943088,2.2865828880655763,1.045954048212112,0.9296963695881201
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,6204,0.9399319100887218,2.283323429207689,1.0496225138265152,0.9298966583836002
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,6204,0.9406655524946812,2.291068093517494,1.0507858259631366,0.9294202934490932
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,6,42,6000,0.9897240662044948,2.2768974968937625,1.0933559082632198,0.9350712217427737
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,6000,0.9837127157847086,2.2722859879420416,1.0865152409796939,0.9353339620972553
Test-B_excluding_20260217,reliability,High,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,6000,0.9738173054589165,2.250282414322471,1.0763827427649975,0.936580279434668
